Age,Gender,Nationality,Living Status,Home Town,Relationship Status,Faculty,Education Level,Years of Study,Completed Credit Hours,CGPA,Number of Subjects Failed,SPM Result (A),SPM Result (B),SPM Result (C),Scholarship,PTPTN,Reason Study at Multimedia University,Lecture Class Capacity,Tutorial Class Capacity,Skipping Class,Classroom Facilities,Campus Environment,Additional Course,Family Size,Parent's Education Level.Father,Parent's Education Level.Mother,Father's Occupation,Mother's Occupation,Financial Difficulties,Financial Support,Study Behavior,Study Time,Extra Curricular Activities,Part-time Job,Commute Time,Gaming,Alcohol Consumption,I have enough free time after class,Social Interaction,I hang out with friends
24 - 26,Male,Malaysian,Alone,Urban,No,FOM,Bachelor's,3,More than 100,Average,3 - 4,0,0,0,No,Yes,Siblings are mostly graduated from the same uni,Small,Small,Less,Good,Moderate,Yes,MT3,Higher,Higher,Self-employed,Civil servant,No,Yes,Alone,2 - 5,Yes,Yes,10 - 30,Non-gamer,Less,4,3,2
27 or above,Female,Malaysian,Family,Rural,Yes,FOM,Bachelor's,Less than 1,Less than 40,Very Good,0,5,4,1,No,Yes,Close to home,Small,Medium,None,Good,Good,Yes,MT3,Secondary,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,No,More than 60,Heavy,Less,3,2,1
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,1,Less than 40,Good,1 - 2,7,2,0,Yes,No,Got a scholarship ,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Civil servant,Unemployed,No,No,Group,5 - 8,Yes,No,Less than 10,Non-gamer,Non-drinker,4,4,4
21 - 23,Female,Malaysian,Alone,Urban,Yes,FOB,Bachelor's,3,More than 100,Average,3 - 4,4,2,1,No,Yes,Course preference,Medium,Medium,Less,Poor,Poor,No,MT3,Higher,Primary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Moderate,Sometimes,3,3,2
18 - 20,Female,Malaysian,Family,Urban,No,FAC,Bachelor's,1,40 - 70 ,Very Good,0,4,1,1,No,No,Course preference,Small,Small,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Finance and banking,Finance and banking,Yes,Yes,Alone,Less than 2,No,No,More than 60,Light,Non-drinker,3,2,3
18 - 20,Female,Malaysian,Family,Urban,No,FCM,Foundation,Less than 1,Less than 40,Very Good,0,6,1,3,Yes,No,Course preference,Large,Medium,Less,Good,Good,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Alone,5 - 8,No,Yes,Less than 10,Moderate,Non-drinker,4,3,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,1,Less than 40,Good,0,7,1,1,No,No,Course preference,Medium,Large,Sometimes,Good,Good,No,MT3,Higher,Higher,Retired,Retired,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Non-gamer,Non-drinker,3,4,4
21 - 23,Female,Malaysian,Family,Urban,Yes,FCM,Bachelor's,3,40 - 70 ,Low,3 - 4,4,3,1,No,Yes,Course preference,Medium,Medium,Less,Good,Good,No,MT3,Higher,Higher,Self-employed,Telecommunication ,No,Yes,Alone,5 - 8,Yes,Yes,30 - 60,Moderate,Non-drinker,3,4,3
18 - 20,Female,Malaysian,Family,Urban,Yes,FIST,Diploma,Less than 1,Less than 40,Average,1 - 2,2,0,2,No,Yes,Close to home,Medium,Medium,Sometimes,Good,Good,No,MT3,Early,Early,Self-employed,Self-employed,No,No,Alone,Less than 2,Yes,Yes,Less than 10,Light,Less,3,3,2
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Good,0,11,0,0,No,Yes,Course preference,Medium,Large,Sometimes,Good,Good,No,MT3,Higher,Higher,Unemployed,Finance and banking,No,Yes,Alone,5 - 8,Yes,No,10 - 30,Light,Non-drinker,1,2,2
21 - 23,Female,Malaysian,Alone,Urban,No,FOL,Bachelor's,3,71 - 100,Good,0,3,4,2,No,No,Course preference,Extra large,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Self-employed,No,Yes,Group,Less than 2,Yes,No,Less than 10,Non-gamer,Less,4,4,4
21 - 23,Female,Malaysian,Alone,Urban,No,FOM,Bachelor's,4,40 - 70 ,Very Good,0,4,1,1,No,Yes,Close to home,Medium,Medium,Less,Moderate,Moderate,No,LE3,Secondary,Secondary,Self-employed,Self-employed,Yes,Yes,Alone,Less than 2,Yes,No,Less than 10,Non-gamer,Less,3,4,2
18 - 20,Male,Non-Malaysian,Friend or Roommate,Urban,Yes,FCI,Foundation,3,More than 100,Low,1 - 2,1,2,0,No,No,Course preference,Extra large,Large,None,Moderate,Moderate,No,LE3,Secondary,Higher,Civil servant,Civil servant,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Sometimes,3,3,4
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,1,Less than 40,Very Good,0,4,6,0,No,Yes,Close to home,Large,Large,Less,Moderate,Moderate,Yes,MT3,Higher,Higher,Education,Self-employed,No,No,Alone,Less than 2,No,No,10 - 30,Non-gamer,Non-drinker,4,1,3
18 - 20,Male,Malaysian,Family,Urban,No,FET,Diploma,2,40 - 70 ,Good,0,1,2,2,No,Yes,Course preference,Small,Small,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Group,2 - 5,Yes,Yes,10 - 30,Light,Less,3,4,4
21 - 23,Female,Malaysian,Friend or Roommate,Rural,No,FOB,Bachelor's,Less than 1,Less than 40,Very Good,0,1,3,1,No,Yes,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Primary,Secondary,Self-employed,Unemployed,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,4,4,4
18 - 20,Female,Malaysian,Friend or Roommate,Rural,No,FOL,Foundation,Less than 1,Less than 40,Very Good,0,8,2,0,No,Yes,Course preference,Extra large,Medium,None,Moderate,Good,No,MT3,Secondary,Higher,Self-employed,Education,No,Yes,Group,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,4,5,5
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,2,40 - 70 ,Good,0,4,3,2,No,Yes,University reputation,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,House wifie,No,No,Alone,2 - 5,No,Yes,10 - 30,Heavy,Non-drinker,2,2,3
18 - 20,Male,Malaysian,Family,Urban,Yes,FIST,Diploma,2,40 - 70 ,Average,3 - 4,1,2,3,No,No,Close to home,Large,Large,None,Good,Good,No,MT3,Higher,Secondary,engineer,Unemployed,No,Yes,Group,Less than 2,No,No,30 - 60,Moderate,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Family,Rural,No,FOB,Diploma,2,71 - 100,Very Good,0,6,2,1,No,Yes,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Primary,Secondary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,No,No,10 - 30,Heavy,Often,4,1,1
18 - 20,Female,Malaysian,Friend or Roommate,Rural,No,FIST,Diploma,Less than 1,Less than 40,Very Good,0,5,4,1,No,No,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,No,Group,5 - 8,No,No,10 - 30,Moderate,Non-drinker,3,5,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FCI,Bachelor's,3,71 - 100,Very Good,0,7,3,0,Yes,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Primary,Logistics,Unemployed,Yes,Yes,Alone,5 - 8,Yes,Yes,Less than 10,Light,Less,4,3,4
18 - 20,Female,Malaysian,Alone,Urban,No,FOL,Bachelor's,Less than 1,Less than 40,Average,1 - 2,9,2,0,No,Yes,Course preference,Extra large,Medium,Sometimes,Poor,Poor,No,MT3,Secondary,Higher,Supervisor ,Office clerk ,No,Yes,Alone,Less than 2,No,No,Less than 10,Non-gamer,Less,4,4,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,4,Less than 40,Low,1 - 2,1,4,2,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,No,Alone,2 - 5,Yes,No,30 - 60,Moderate,Non-drinker,3,3,3
21 - 23,Male,Malaysian,Alone,Rural,No,FCI,Bachelor's,3,71 - 100,Good,0,3,5,2,No,Yes,Course preference,Small,Small,None,Poor,Poor,No,MT3,Higher,Secondary,Self-employed,Self-employed,No,Yes,Group,2 - 5,Yes,Yes,More than 60,Moderate,Sometimes,5,4,3
18 - 20,Female,Malaysian,Family,Urban,No,FAC,Foundation,Less than 1,40 - 70 ,Very Good,0,2,6,2,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Civil servant,No,Yes,Alone,Less than 2,No,No,30 - 60,Light,Non-drinker,3,3,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Foundation,Less than 1,Less than 40,Very Good,0,5,1,3,No,Yes,Affordable course fee,Large,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Shop employee,Unemployed,Yes,Yes,Group,2 - 5,Yes,No,30 - 60,Light,Non-drinker,3,3,2
27 or above,Female,Malaysian,Family,Rural,No,FOM,Foundation,1,40 - 70 ,Average,0,1,2,2,No,No,cheap course for foundation,Medium,Medium,Less,Moderate,Moderate,No,LE3,Higher,Secondary,Unemployed,Self-employed,Yes,Yes,Alone,2 - 5,No,Yes,30 - 60,Light,Non-drinker,3,1,1
21 - 23,Male,Malaysian,Family,Urban,No,FCM,Bachelor's,3,40 - 70 ,Good,0,6,3,1,Yes,Yes,Course preference,Medium,Medium,Sometimes,Moderate,Moderate,Yes,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Group,2 - 5,No,Yes,30 - 60,Moderate,Sometimes,3,3,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,Yes,FIST,Bachelor's,1,40 - 70 ,Low,1 - 2,4,4,2,No,Yes,Course preference,Medium,Medium,Less,Good,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,Less than 10,Heavy,Non-drinker,5,2,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,2,40 - 70 ,Very Good,0,5,4,1,No,Yes,Course preference,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,company's worker,company's worker,No,Yes,Alone,5 - 8,No,No,10 - 30,Non-gamer,Non-drinker,3,2,2
21 - 23,Male,Non-Malaysian,Family,Urban,No,FOE,Bachelor's,4,More than 100,Very Good,0,0,0,0,Yes,No,Close to home,Medium,Small,None,Good,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,Less than 2,Yes,No,10 - 30,Non-gamer,Non-drinker,3,4,3
18 - 20,Female,Malaysian,Friend or Roommate,Rural,Yes,FOB,Diploma,Less than 1,Less than 40,Very Good,0,4,6,0,No,Yes,Course preference,Medium,Large,None,Moderate,Good,No,MT3,Primary,Primary,Unemployed,Self-employed,Yes,Yes,Alone,2 - 5,No,Yes,Less than 10,Non-gamer,Non-drinker,4,3,3
24 - 26,Male,Malaysian,Alone,Urban,No,FOE,Bachelor's,4,More than 100,Good,1 - 2,1,7,3,Yes,Yes,Course preference,Small,Small,Less,Moderate,Moderate,Yes,MT3,Secondary,Primary,Private sector,Unemployed,No,No,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,1,2,1
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,3,71 - 100,Very Good,0,5,4,1,No,Yes,University reputation,Medium,Medium,Less,Good,Good,No,MT3,Secondary,Secondary,engineering project,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,4,4,4
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,3,71 - 100,Very Good,0,7,2,0,No,No,Close to home,Medium,Medium,None,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Group,2 - 5,Yes,No,30 - 60,Light,Non-drinker,4,4,1
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FOB,Diploma,Less than 1,40 - 70 ,Good,0,3,5,0,No,Yes,Close to home,Small,Large,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,secretary,No,No,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,4,4,4
18 - 20,Female,Malaysian,Alone,Urban,No,FIST,Foundation,1,Less than 40,Very Good,0,9,1,0,No,Yes,Close to home,Medium,Small,Less,Moderate,Poor,No,MT3,Higher,Higher,Finance and banking,Unemployed,Yes,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,2,2,1
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Diploma,Less than 1,Less than 40,Very Good,0,8,3,0,Yes,No,Course preference,Medium,Small,None,Moderate,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,Less than 2,No,No,Less than 10,Moderate,Non-drinker,3,3,2
21 - 23,Female,Non-Malaysian,Family,Urban,No,FCM,Bachelor's,3,More than 100,Good,0,0,0,0,No,No,Because my brother studies there,Small,Small,None,Moderate,Moderate,Yes,MT3,Higher,Secondary,Engineering ,Unemployed,No,No,Alone,2 - 5,No,No,10 - 30,Light,Non-drinker,3,1,1
18 - 20,Female,Malaysian,Friend or Roommate,Rural,No,FOM,Bachelor's,Less than 1,Less than 40,Good,1 - 2,3,3,5,No,No,University reputation,Extra large,Medium,Less,Moderate,Moderate,No,LE3,Primary,Primary,Unemployed,chef,No,Yes,Group,2 - 5,No,Yes,10 - 30,Non-gamer,Less,5,2,4
21 - 23,Female,Malaysian,Family,Urban,Yes,FCI,Bachelor's,2,Less than 40,Below Par,1 - 2,3,2,2,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Early,Early,Civil servant,Senior IP executive ,Yes,Yes,Alone,2 - 5,No,Yes,Less than 10,Light,Less,3,2,2
18 - 20,Male,Malaysian,Friend or Roommate,Rural,No,FCI,Diploma,Less than 1,Less than 40,Low,3 - 4,0,0,4,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Group,Less than 2,Yes,No,10 - 30,Moderate,Sometimes,4,4,3
21 - 23,Male,Malaysian,Family,Urban,No,FOM,Bachelor's,2,71 - 100,Average,1 - 2,2,2,3,No,Yes,University reputation,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,industry,Self-employed,Yes,Yes,Alone,2 - 5,Yes,No,30 - 60,Light,Sometimes,5,5,5
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Foundation,4,71 - 100,Very Good,0,4,5,1,No,Yes,Close to home,Medium,Medium,Sometimes,Poor,Moderate,No,MT3,Secondary,Higher,Self-employed,Education,No,Yes,Group,Less than 2,Yes,No,10 - 30,Moderate,Non-drinker,3,3,3
21 - 23,Male,Malaysian,Friend or Roommate,Urban,Yes,FET,Bachelor's,4,71 - 100,Good,1 - 2,4,5,1,No,Yes,Close to home,Medium,Small,Sometimes,Moderate,Moderate,Yes,LE3,Higher,Higher,Civil servant,Civil servant,No,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Moderate,Non-drinker,4,3,3
21 - 23,Male,Malaysian,Alone,Urban,No,FIST,Bachelor's,4,More than 100,Good,0,3,5,1,No,No,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Unemployed,Unemployed,No,No,Alone,Less than 2,No,No,10 - 30,Heavy,Non-drinker,1,1,1
18 - 20,Male,Malaysian,Family,Urban,Yes,FIST,Foundation,1,40 - 70 ,Average,More than 4,2,3,2,No,No,Close to home,Medium,Medium,Sometimes,Moderate,Good,No,MT3,Higher,Higher,Engineering,Finance and banking,No,No,Group,2 - 5,Yes,Yes,10 - 30,Moderate,Less,3,2,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,Yes,FET,Bachelor's,3,71 - 100,Very Good,0,8,1,0,No,Yes,recommendation from seniors,Small,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,No,Group,2 - 5,Yes,No,10 - 30,Moderate,Less,4,4,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Bachelor's,1,Less than 40,Average,0,4,2,2,No,Yes,Course preference,Large,Medium,Less,Moderate,Good,No,MT3,Higher,Higher,engineer,Civil servant,No,Yes,Alone,5 - 8,Yes,No,30 - 60,Light,Non-drinker,3,5,5
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Diploma,1,71 - 100,Very Good,0,8,4,0,No,Yes,Close to home,Medium,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,Yes,Yes,Alone,Less than 2,No,No,30 - 60,Heavy,Less,2,3,4
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,2,40 - 70 ,Good,0,5,5,0,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Alone,2 - 5,No,No,10 - 30,Moderate,Non-drinker,2,2,1
21 - 23,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,1,Less than 40,Very Good,0,3,4,2,No,Yes,Close to home,Extra large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Civil servant,Civil servant,No,No,Alone,Less than 2,No,Yes,10 - 30,Moderate,Sometimes,2,3,3
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70 ,Very Good,1 - 2,9,1,0,No,Yes,University reputation,Small,Medium,Less,Moderate,Moderate,Yes,MT3,Primary,Secondary,Self-employed,Food and beverage,No,Yes,Alone,2 - 5,Yes,Yes,More than 60,Light,Less,2,3,3
18 - 20,Male,Malaysian,Family,Urban,No,FOL,Foundation,Less than 1,Less than 40,Good,0,5,1,1,No,Yes,Course preference,Extra large,Medium,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,Yes,No,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,3,2,2
21 - 23,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,2,71 - 100,Very Good,0,1,3,4,No,Yes,Close to home,Large,Large,None,Good,Good,Yes,MT3,Higher,Higher,Education,Education,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,4,5,1
18 - 20,Female,Malaysian,Alone,Urban,No,FOL,Bachelor's,1,71 - 100,Very Good,0,5,3,1,No,Yes,Course preference,Extra large,Medium,None,Good,Good,Yes,MT3,Higher,Higher,Business man,Unemployed,No,Yes,Alone,5 - 8,Yes,No,Less than 10,Non-gamer,Non-drinker,2,2,1
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Foundation,1,Less than 40,Good,0,3,6,1,No,No,Course preference,Large,Large,None,Good,Good,No,MT3,Higher,Higher,Private sector,Education,No,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,3,4,4
18 - 20,Female,Malaysian,Friend or Roommate,Rural,No,FIST,Diploma,2,40 - 70 ,Average,1 - 2,2,5,1,No,Yes,Course preference,Medium,Medium,Less,Good,Good,No,MT3,Secondary,Higher,foreman,Finance and banking,No,No,Group,2 - 5,No,No,10 - 30,Moderate,Non-drinker,3,2,1
18 - 20,Female,Malaysian,Alone,Urban,No,FOL,Bachelor's,4,Less than 40,Very Good,0,0,0,0,No,Yes,Course preference,Extra large,Large,Sometimes,Good,Moderate,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Group,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,3,2,2
18 - 20,Male,Malaysian,Family,Urban,No,FCI,Diploma,2,71 - 100,Very Good,0,2,3,4,No,No,University reputation,Medium,Small,None,Good,Good,Yes,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,30 - 60,Light,Non-drinker,3,2,3
18 - 20,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,1,Less than 40,Very Good,0,2,4,2,No,Yes,Close to home,Extra large,Large,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Education,No,No,Alone,2 - 5,No,Yes,10 - 30,Non-gamer,Sometimes,4,3,3
27 or above,Male,Malaysian,Family,Urban,Yes,FOM,Bachelor's,2,Less than 40,Very Good,0,0,0,0,No,No,University reputation,Medium,Medium,Less,Good,Good,Yes,MT3,Primary,Secondary,Retired,Retired,No,No,Group,Less than 2,No,No,10 - 30,Light,Sometimes,3,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOM,Foundation,Less than 1,Less than 40,Very Good,0,5,3,1,No,Yes,University reputation,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Healthcare,No,Yes,Alone,Less than 2,Yes,Yes,30 - 60,Non-gamer,Less,3,4,3
24 - 26,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,More than 4,More than 100,Good,1 - 2,3,2,3,No,Yes,University reputation,Medium,Medium,None,Moderate,Good,No,MT3,Secondary,Primary,electrician,promoter,No,Yes,Group,2 - 5,No,No,Less than 10,Moderate,Non-drinker,4,4,4
21 - 23,Female,Malaysian,Alone,Urban,No,FOB,Diploma,2,More than 100,Average,1 - 2,0,2,5,No,Yes,Course preference,Large,Medium,Less,Poor,Poor,No,MT3,Secondary,Primary,Self-employed,Self-employed,No,Yes,Group,Less than 2,Yes,No,More than 60,Non-gamer,Less,3,3,3
21 - 23,Male,Malaysian,Family,Rural,No,FIST,Bachelor's,2,40 - 70 ,Good,0,3,4,3,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Early,Early,Contractor ,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Less,3,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FAC,Bachelor's,3,Less than 40,Very Good,1 - 2,3,2,3,No,No,University reputation,Large,Large,None,Moderate,Good,Yes,MT3,Higher,Higher,Education,Finance and banking,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Light,Non-drinker,2,2,3
21 - 23,Female,Malaysian,Friend or Roommate,Rural,No,FOB,Bachelor's,3,71 - 100,Low,1 - 2,0,3,4,No,No,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,2 - 5,No,No,Less than 10,Light,Less,3,3,3
21 - 23,Male,Malaysian,Friend or Roommate,Rural,Yes,FOB,Bachelor's,3,71 - 100,Good,1 - 2,5,3,1,No,Yes,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,No,Alone,Less than 2,No,No,Less than 10,Moderate,Less,2,2,4
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Diploma,1,Less than 40,Average,0,0,3,4,No,No,Close to home,Medium,Medium,None,Moderate,Moderate,No,LE3,Secondary,Primary,Goldsmith,Unemployed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Non-drinker,3,2,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,3,More than 100,Good,0,6,4,0,Yes,Yes,Course preference,Medium,Small,Less,Poor,Moderate,Yes,MT3,Higher,Higher,Contruction,Unemployed,Yes,No,Group,Less than 2,No,Yes,30 - 60,Light,Sometimes,2,2,2
18 - 20,Male,Malaysian,Alone,Rural,Yes,FCI,Diploma,Less than 1,Less than 40,Average,1 - 2,2,0,4,No,No,University reputation,Medium,Large,Sometimes,Poor,Poor,No,LE3,Secondary,None,Self-employed,Self-employed,Yes,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,4,1,1
18 - 20,Female,Malaysian,Family,Urban,Yes,FCM,Diploma,4,71 - 100,Good,3 - 4,0,0,0,No,No,University reputation,Small,Small,Less,Good,Good,No,MT3,Higher,Higher,Finance and banking,Civil servant,Yes,Yes,Group,2 - 5,No,Yes,10 - 30,Moderate,Non-drinker,4,3,5
21 - 23,Male,Malaysian,Family,Rural,No,FIST,Diploma,4,More than 100,Very Good,1 - 2,2,5,2,No,Yes,University reputation,Extra large,Medium,Less,Good,Good,No,LE3,Higher,Secondary,Self-employed,Unemployed,Yes,No,Alone,2 - 5,No,Yes,10 - 30,Moderate,Less,2,2,2
27 or above,Female,Malaysian,Family,Urban,Yes,FOM,Diploma,2,71 - 100,Very Good,0,1,7,1,No,No,Course preference,Small,Small,None,Good,Good,No,LE3,Higher,Higher,Retiree,Retiree,No,No,Alone,2 - 5,No,No,Less than 10,Light,Non-drinker,5,3,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Bachelor's,2,40 - 70 ,Average,1 - 2,5,2,2,No,No,University reputation,Large,Large,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Finance and banking,Unemployed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Light,Non-drinker,3,2,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FAC,Bachelor's,3,71 - 100,Very Good,0,0,5,3,No,No,Course preference,Medium,Medium,Sometimes,Good,Moderate,No,MT3,Higher,Higher,Civil servant,Unemployed,No,Yes,Alone,Less than 2,No,No,More than 60,Moderate,Non-drinker,5,1,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Diploma,1,40 - 70 ,Good,0,4,2,2,No,Yes,University reputation,Large,Medium,Less,Good,Good,No,MT3,Secondary,Secondary,Self-employed,salesperson,No,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,3,3,2
18 - 20,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,Less than 1,Less than 40,Very Good,0,8,1,1,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Unemployed,Self-employed,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,3,2,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FOL,Bachelor's,2,40 - 70 ,Good,0,7,3,0,No,Yes,Course preference,Medium,Medium,Less,Good,Good,No,LE3,Higher,Secondary,Self-employed,Unemployed,No,Yes,Alone,Less than 2,Yes,No,Less than 10,Moderate,Non-drinker,4,4,4
24 - 26,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,2,More than 100,Very Good,0,9,0,0,No,Yes,Course preference,Medium,Medium,Less,Good,Good,Yes,MT3,Secondary,Higher,IT,Civil servant,No,Yes,Alone,Less than 2,Yes,Yes,10 - 30,Non-gamer,Non-drinker,4,3,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,Yes,FCI,Bachelor's,3,More than 100,Very Good,0,0,0,0,No,Yes,Course preference,Medium,Large,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Light,Less,3,4,3
24 - 26,Male,Malaysian,Alone,Urban,No,FIST,Bachelor's,2,40 - 70 ,Average,1 - 2,2,2,2,No,Yes,University reputation,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Group,Less than 2,Yes,No,10 - 30,Heavy,Often,4,3,4
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,1,40 - 70 ,Good,1 - 2,8,1,0,Yes,No,Course preference,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Civil servant,Civil servant,No,Yes,Group,2 - 5,No,No,Less than 10,Moderate,Non-drinker,2,3,3
