Age,Gender,Nationality,Living Status,Home Town,Relationship Status,Faculty,Education Level,Years of Study,Completed Credit Hours,CGPA,Number of Subjects Failed,SPM Result (A),SPM Result (B),SPM Result (C),Scholarship,PTPTN,Reason Study at Multimedia University,Lecture Class Capacity,Tutorial Class Capacity,Skipping Class,Classroom Facilities,Campus Environment,Additional Course,Family Size,Parent's Education Level.Father,Parent's Education Level.Mother,Father's Occupation,Mother's Occupation,Financial Difficulties,Financial Support,Study Behavior,Study Time,Extra Curricular Activities,Part-time Job,Commute Time,Gaming,Alcohol Consumption,I have enough free time after class,Social Interaction,I hang out with friends
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FAC,Diploma,Less than 1,Less than 40,Very Good,0,0,3,2,No,Yes,Course preference,Medium,Medium,Less,Moderate,Moderate,No,LE3,Secondary,Secondary,Self-employed,Self-employed,Yes,Yes,Group,Less than 2,No,No,Less than 10,Non-gamer,Less,5,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Rural,No,FOM,Diploma,Less than 1,Less than 40,Very Good,0,1,2,2,No,No,environment nice,Medium,Medium,None,Moderate,Good,No,MT3,Primary,Secondary,Fisherman,house wife,No,No,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,3,2,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FOM,Foundation,Less than 1,Less than 40,Very Good,0,7,3,0,No,Yes,University reputation,Large,Large,Less,Good,Moderate,No,MT3,Secondary,Higher,Self-employed,Education,No,Yes,Alone,2 - 5,Yes,No,30 - 60,Light,Less,3,3,2
18 - 20,Male,Non-Malaysian,Alone,Urban,No,FIST,Bachelor's,3,71 - 100,Good,0,0,0,0,Yes,No,Course preference,Large,Medium,Less,Poor,Moderate,No,MT3,Higher,Higher,Finance and banking,Unemployed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Light,Non-drinker,2,3,3
18 - 20,Female,Malaysian,Family,Urban,No,FAC,Bachelor's,3,Less than 40,Very Good,0,1,4,1,No,Yes,Course preference,Medium,Medium,Less,Moderate,Good,No,MT3,Higher,Secondary,Auxiliary police ,Self-employed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Light,Non-drinker,3,5,3
21 - 23,Female,Malaysian,Alone,Urban,Yes,FCI,Bachelor's,2,More than 100,Good,0,6,4,0,Yes,No,University reputation,Medium,Medium,Less,Moderate,Good,Yes,LE3,Higher,Higher,Self-employed,IT,No,Yes,Alone,2 - 5,Yes,Yes,Less than 10,Light,Non-drinker,5,3,4
24 - 26,Female,Malaysian,Family,Urban,No,FOE,Bachelor's,4,More than 100,Average,1 - 2,4,1,3,No,No,University reputation,Medium,Medium,Less,Good,Good,No,MT3,Higher,Higher,Finance and banking,Education,No,Yes,Alone,2 - 5,No,No,30 - 60,Non-gamer,Non-drinker,4,4,4
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,3,More than 100,Good,1 - 2,3,5,2,No,Yes,Close to home,Medium,Medium,Often,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,Yes,Yes,Alone,2 - 5,Yes,Yes,10 - 30,Heavy,Less,5,2,2
21 - 23,Female,Malaysian,Alone,Rural,Yes,FCI,Bachelor's,Less than 1,Less than 40,Average,0,2,4,2,No,Yes,Course preference,Large,Large,None,Moderate,Good,No,MT3,Higher,Secondary,Pelukis Pelan,Unemployed,No,Yes,Alone,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,3,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Diploma,2,40 - 70 ,Good,0,2,2,3,No,Yes,Close to home,Large,Large,Less,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,4,4,2
18 - 20,Male,Malaysian,Family,Urban,No,FOM,Foundation,Less than 1,Less than 40,Very Good,0,5,2,2,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,Yes,MT3,Higher,Secondary,Retired,House wife,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Moderate,Sometimes,3,3,3
24 - 26,Male,Malaysian,Family,Urban,Yes,FOE,Bachelor's,More than 4,More than 100,Good,1 - 2,9,0,0,No,No,Course preference,Medium,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Healthcare,Healthcare,No,Yes,Alone,2 - 5,No,Yes,Less than 10,Heavy,Non-drinker,4,3,3
24 - 26,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,More than 4,More than 100,Average,More than 4,3,5,2,No,No,Course preference,Medium,Large,Less,Moderate,Good,No,MT3,Higher,Higher,Retiree,Unemployed,No,Yes,Group,Less than 2,No,No,30 - 60,Heavy,Non-drinker,5,2,3
24 - 26,Female,Malaysian,Family,Urban,Yes,FCI,Bachelor's,3,More than 100,Good,0,0,0,0,No,No,Close to home,Large,Medium,Less,Moderate,Good,No,MT3,Higher,Higher,Healthcare,Education,No,Yes,Alone,2 - 5,No,No,10 - 30,Heavy,Non-drinker,3,2,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FAC,Bachelor's,2,More than 100,Very Good,0,2,4,2,Yes,Yes,Course preference,Medium,Medium,Less,Poor,Moderate,No,MT3,Higher,Higher,Civil servant,Unemployed,Yes,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,3,5,4
21 - 23,Female,Malaysian,Family,Urban,Yes,FOM,Bachelor's,3,40 - 70 ,Average,1 - 2,3,2,2,No,Yes,Close to home,Medium,Large,None,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Finance and banking,No,No,Group,Less than 2,No,Yes,30 - 60,Moderate,Non-drinker,3,3,3
24 - 26,Male,Malaysian,Alone,Urban,No,FOE,Bachelor's,3,71 - 100,Average,3 - 4,2,1,4,No,Yes,Course preference,Small,Medium,Sometimes,Moderate,Moderate,Yes,MT3,Secondary,Higher,Site supervisor,Unemployed,Yes,Yes,Alone,2 - 5,Yes,No,Less than 10,Non-gamer,Often,3,2,2
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,1,40 - 70 ,Very Good,0,10,0,0,Yes,No,Course preference,Extra large,Large,Less,Good,Good,No,MT3,Secondary,Primary,Unemployed,Self-employed,No,Yes,Alone,2 - 5,Yes,No,Less than 10,Heavy,Non-drinker,5,3,3
24 - 26,Male,Malaysian,Friend or Roommate,Urban,Yes,FCI,Bachelor's,2,More than 100,Very Good,1 - 2,3,2,4,Yes,No,University reputation,Extra large,Medium,Less,Moderate,Good,Yes,MT3,Primary,Higher,Construction,Self-employed,Yes,No,Alone,Less than 2,No,Yes,10 - 30,Light,Less,2,3,3
18 - 20,Male,Malaysian,Alone,Rural,No,FOE,Foundation,Less than 1,71 - 100,Very Good,0,8,2,0,No,No,Just because the fee is cheaper than other university,Large,Medium,None,Moderate,Poor,No,MT3,Higher,Secondary,Finance and banking,Admin,No,No,Alone,2 - 5,Yes,No,10 - 30,Heavy,Less,2,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Bachelor's,3,More than 100,Average,0,3,4,2,No,No,Course preference,Large,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Healthcare,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Non-drinker,4,4,4
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Diploma,2,40 - 70 ,Low,1 - 2,5,4,2,No,No,Close to home,Large,Large,Less,Good,Good,No,MT3,Early,Early,Self-employed,Education,No,Yes,Alone,2 - 5,No,No,10 - 30,Moderate,Non-drinker,3,3,3
24 - 26,Male,Non-Malaysian,Alone,Urban,No,FIST,Bachelor's,2,40 - 70 ,Good,0,5,5,3,No,No,Only choose,Small,Medium,None,Moderate,Poor,Yes,MT3,Secondary,Secondary,retired ,Housewife,Yes,No,Alone,5 - 8,Yes,No,10 - 30,Non-gamer,Non-drinker,2,3,3
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,0,0,0,No,No,Course preference,Extra large,Large,Less,Moderate,Moderate,No,MT3,Higher,Higher,Business,Civil servant,No,Yes,Alone,2 - 5,Yes,No,30 - 60,Moderate,Non-drinker,2,3,3
18 - 20,Male,Malaysian,Family,Urban,No,FOB,Foundation,Less than 1,Less than 40,Average,0,3,3,2,No,No,Close to home,Large,Medium,Less,Good,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,3,3,3
18 - 20,Male,Malaysian,Family,Urban,No,FCM,Foundation,Less than 1,Less than 40,Good,0,3,2,2,No,Yes,Course preference,Medium,Medium,Less,Moderate,Good,Yes,MT3,Higher,Secondary,Construction Supervisor,Printing Office,No,Yes,Alone,Less than 2,No,No,30 - 60,Heavy,Non-drinker,4,3,3
18 - 20,Male,Malaysian,Family,Urban,Yes,FOM,Diploma,Less than 1,Less than 40,Below Par,1 - 2,3,0,4,No,No,University reputation,Large,Large,Less,Good,Good,Yes,MT3,Higher,Higher,Self-employed,Finance and banking,No,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Sometimes,2,3,3
24 - 26,Female,Malaysian,Alone,Rural,Yes,FOB,Bachelor's,3,More than 100,Very Good,0,8,2,0,No,Yes,Course preference,Medium,Small,Sometimes,Poor,Moderate,No,MT3,Secondary,Secondary,Self-employed,Finance and banking,No,Yes,Alone,Less than 2,Yes,Yes,30 - 60,Moderate,Often,5,4,5
21 - 23,Female,Malaysian,Family,Rural,No,FOB,Bachelor's,2,71 - 100,Very Good,0,0,0,0,No,Yes,Close to home,Small,Medium,Sometimes,Moderate,Moderate,No,LE3,Higher,Secondary,Lecturer,Self-employed,No,No,Alone,Less than 2,Yes,Yes,10 - 30,Moderate,Non-drinker,2,3,3
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Diploma,2,40 - 70 ,Very Good,0,7,3,0,No,Yes,University reputation,Medium,Medium,Sometimes,Moderate,Good,No,MT3,Higher,Higher,Finance and banking,Finance and banking,No,Yes,Group,2 - 5,No,No,30 - 60,Moderate,Non-drinker,3,5,5
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,Less than 1,Less than 40,Very Good,0,5,4,3,No,Yes,Course preference,Large,Medium,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,Yes,No,Group,Less than 2,Yes,Yes,Less than 10,Moderate,Less,4,2,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,1,Less than 40,Very Good,0,9,0,0,No,Yes,Course preference,Small,Medium,Sometimes,Moderate,Moderate,No,MT3,Secondary,Higher,Self-employed,Self-employed,Yes,Yes,Group,2 - 5,No,No,10 - 30,Non-gamer,Non-drinker,3,3,4
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Diploma,1,Less than 40,Low,1 - 2,0,1,7,No,No,Course preference,Large,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Factory Manager,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Heavy,Less,4,1,2
21 - 23,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,4,40 - 70 ,Very Good,0,7,1,1,No,Yes,Close to home,Large,Medium,Less,Good,Moderate,No,MT3,Higher,Higher,Aircraft Engineer ,Self-employed,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,3,3,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FCM,Diploma,Less than 1,40 - 70 ,Good,0,1,3,4,No,Yes,Course preference,Medium,Medium,None,Good,Moderate,No,MT3,Secondary,Secondary,Self-employed,Healthcare,No,No,Group,2 - 5,Yes,No,10 - 30,Moderate,Less,2,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FAC,Foundation,Less than 1,40 - 70 ,Very Good,0,6,4,0,No,Yes,Course preference,Medium,Medium,None,Moderate,Good,No,MT3,Higher,Higher,Self-employed,Education,No,Yes,Alone,2 - 5,No,Yes,10 - 30,Light,Non-drinker,3,4,2
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,1,Less than 40,Good,0,4,2,2,No,No,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Self-employed,No,No,Alone,2 - 5,Yes,No,10 - 30,Light,Non-drinker,4,3,3
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,4,3,2,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,2 - 5,No,No,Less than 10,Moderate,Non-drinker,2,2,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FCM,Diploma,2,71 - 100,Good,0,0,0,0,No,Yes,Course preference,Large,Small,Sometimes,Moderate,Moderate,No,MT3,Higher,Higher,Manager,Self-employed,No,Yes,Alone,5 - 8,No,No,10 - 30,Non-gamer,Less,2,4,5
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,1,Less than 40,Average,0,3,3,1,No,No,Close to home,Medium,Small,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,No,Alone,Less than 2,No,No,Less than 10,Light,Non-drinker,2,1,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Diploma,2,40 - 70 ,Average,1 - 2,1,4,4,No,Yes,Course preference,Extra large,Large,Less,Moderate,Moderate,No,MT3,Early,Early,Self-employed,Housewife,No,No,Alone,5 - 8,No,No,More than 60,Light,Non-drinker,4,4,4
21 - 23,Female,Malaysian,Alone,Urban,No,FCI,Bachelor's,3,40 - 70 ,Very Good,0,7,2,1,No,No,Course preference,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Primary,Civil servant,Finance and banking,No,No,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,3,3,2
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Diploma,2,71 - 100,Average,1 - 2,1,2,3,No,No,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Secondary,Secondary,Civil servant,Civil servant,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,4,3,4
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,2,71 - 100,Very Good,0,3,1,5,No,Yes,Course preference,Extra large,Large,Sometimes,Moderate,Poor,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,5 - 8,Yes,No,Less than 10,Non-gamer,Sometimes,3,4,5
21 - 23,Female,Malaysian,Family,Rural,No,FOB,Bachelor's,Less than 1,71 - 100,Very Good,0,5,3,2,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Unemployed,No,No,Group,Less than 2,No,No,10 - 30,Light,Less,2,2,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FOB,Foundation,1,Less than 40,Good,0,0,2,3,No,Yes,Course preference,Medium,Medium,None,Good,Good,No,MT3,Higher,Higher,Self-employed,Education,No,No,Group,5 - 8,Yes,No,10 - 30,Light,Sometimes,4,3,5
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Bachelor's,2,40 - 70 ,Very Good,0,0,0,0,Yes,Yes,Course preference,Extra large,Large,None,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,No,Yes,Alone,5 - 8,No,No,Less than 10,Non-gamer,Non-drinker,3,3,3
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FIST,Diploma,Less than 1,Less than 40,Very Good,0,2,5,1,No,No,Close to home,Medium,Medium,None,Moderate,Good,No,MT3,Early,Early,mechanic,accountant,No,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Less,4,3,3
18 - 20,Female,Non-Malaysian,Family,Urban,No,FOE,Foundation,Less than 1,Less than 40,Very Good,0,0,0,0,No,No,Course preference,Large,Large,Less,Good,Good,No,MT3,Higher,Higher,Self-employed,Self-employed,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,4,3,4
24 - 26,Male,Malaysian,Alone,Rural,No,FCI,Diploma,1,40 - 70 ,Below Par,1 - 2,4,1,3,No,No,Course preference,Medium,Small,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Healthcare,Unemployed,Yes,No,Alone,5 - 8,No,No,10 - 30,Heavy,Less,2,3,2
18 - 20,Female,Malaysian,Family,Urban,No,FIST,Foundation,Less than 1,Less than 40,Very Good,0,10,0,0,No,Yes,My brother study there ,Medium,Large,None,Moderate,Moderate,No,LE3,Higher,Higher,civil supervisor ,clerk ,No,Yes,Alone,2 - 5,No,No,30 - 60,Non-gamer,Non-drinker,4,1,1
18 - 20,Female,Malaysian,Family,Rural,No,FOB,Foundation,Less than 1,Less than 40,Average,0,2,4,3,No,No,.,Small,Small,None,Moderate,Moderate,No,MT3,Higher,Higher,.,.,Yes,Yes,Alone,2 - 5,No,No,30 - 60,Moderate,Sometimes,3,3,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,Yes,FIST,Diploma,Less than 1,Less than 40,Good,0,5,2,1,No,Yes,Course preference,Large,Large,Less,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Self-employed,No,No,Alone,Less than 2,Yes,No,Less than 10,Light,Less,3,4,4
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FIST,Bachelor's,More than 4,More than 100,Very Good,0,1,1,2,No,No,University reputation,Extra large,Large,None,Good,Moderate,Yes,MT3,Secondary,Secondary,Self-employed,Unemployed,No,Yes,Group,Less than 2,No,No,Less than 10,Moderate,Non-drinker,2,1,2
21 - 23,Female,Malaysian,Family,Urban,No,FIST,Bachelor's,3,71 - 100,Good,0,5,3,2,No,Yes,Close to home,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,Yes,Yes,Alone,Less than 2,No,No,10 - 30,Moderate,Non-drinker,4,3,3
18 - 20,Female,Malaysian,Family,Urban,No,FOM,Diploma,2,71 - 100,Good,0,4,3,1,No,No,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Early,Early,Pilot,Finance and banking,No,Yes,Alone,5 - 8,No,No,10 - 30,Light,Non-drinker,4,1,1
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FIST,Bachelor's,2,40 - 70 ,Good,1 - 2,5,2,1,No,Yes,University reputation,Large,Large,None,Moderate,Poor,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,More than 8,No,Yes,Less than 10,Heavy,Non-drinker,5,5,5
18 - 20,Male,Malaysian,Alone,Urban,No,FOL,Bachelor's,Less than 1,Less than 40,Average,0,8,0,1,No,No,Course preference,Large,Medium,None,Good,Moderate,No,MT3,Higher,Higher,Self-employed,Lawyer,No,Yes,Alone,2 - 5,No,No,Less than 10,Moderate,Non-drinker,2,4,3
21 - 23,Male,Malaysian,Family,Urban,Yes,FOB,Bachelor's,3,More than 100,Very Good,0,2,2,1,No,No,Close to home,Medium,Medium,Less,Good,Good,No,MT3,Secondary,Secondary,Healthcare,Healthcare,No,No,Alone,Less than 2,No,No,Less than 10,Light,Less,5,5,4
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FOB,Diploma,2,71 - 100,Average,0,1,2,3,No,No,University reputation,Extra large,Large,None,Moderate,Poor,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,More than 8,No,No,More than 60,Heavy,Non-drinker,1,1,2
18 - 20,Female,Malaysian,Alone,Urban,No,FOB,Diploma,2,71 - 100,Very Good,0,5,4,1,No,Yes,Close to home,Large,Large,None,Good,Good,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,Less than 10,Non-gamer,Non-drinker,4,3,3
21 - 23,Male,Malaysian,Alone,Urban,No,FOB,Bachelor's,3,71 - 100,Good,0,4,3,2,No,Yes,University reputation,Large,Medium,None,Moderate,Moderate,Yes,MT3,Secondary,Secondary,Finance and banking,Healthcare,No,No,Alone,2 - 5,Yes,Yes,Less than 10,Moderate,Non-drinker,3,3,4
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Foundation,Less than 1,Less than 40,Good,0,3,3,2,No,No,Course preference,Medium,Medium,None,Moderate,Good,No,MT3,Secondary,Secondary,Civil servant,Housewife,No,Yes,Group,Less than 2,Yes,No,30 - 60,Moderate,Less,4,5,3
18 - 20,Male,Non-Malaysian,Friend or Roommate,Urban,No,FIST,Diploma,3,Less than 40,Good,0,0,3,1,No,No,Course preference,Extra large,Medium,None,Good,Good,No,MT3,Higher,Higher,Education,Education,No,No,Alone,5 - 8,No,No,10 - 30,Non-gamer,Non-drinker,2,3,1
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCM,Diploma,3,40 - 70 ,Average,0,5,3,0,No,Yes,Course preference,Medium,Medium,None,Good,Good,No,MT3,Secondary,Secondary,Civil servant,Civil servant,Yes,Yes,Group,2 - 5,Yes,No,10 - 30,Moderate,Non-drinker,3,4,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Foundation,Less than 1,Less than 40,Good,0,3,5,0,No,No,Close to home,Medium,Medium,None,Good,Good,No,MT3,Higher,Secondary,Assistant engineer ,Unemployed,No,Yes,Alone,2 - 5,No,No,Less than 10,Light,Less,2,4,4
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,3,71 - 100,Very Good,0,5,4,0,No,No,Course preference,Medium,Small,Less,Moderate,Good,No,MT3,Higher,Higher,Finance and banking,Unemployed,No,No,Alone,Less than 2,Yes,No,10 - 30,Moderate,Non-drinker,4,4,4
24 - 26,Male,Malaysian,Family,Urban,No,FIST,Bachelor's,3,More than 100,Good,0,2,2,3,No,Yes,Course preference,Extra large,Large,Less,Good,Good,No,MT3,Primary,Secondary,Self-employed,Healthcare,No,No,Group,Less than 2,No,No,Less than 10,Moderate,Non-drinker,4,3,1
18 - 20,Male,Malaysian,Family,Urban,No,FIST,Diploma,2,71 - 100,Good,0,3,2,3,No,No,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Unemployed,No,No,Group,2 - 5,No,No,Less than 10,Heavy,Less,3,3,5
21 - 23,Female,Malaysian,Family,Urban,No,FOM,Bachelor's,2,71 - 100,Good,0,0,0,0,No,No,Close to home,Medium,Medium,None,Moderate,Good,No,MT3,Higher,Higher,Finance and banking,Education,Yes,Yes,Group,More than 8,No,Yes,Less than 10,Non-gamer,Non-drinker,1,4,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,No,FOL,Bachelor's,Less than 1,Less than 40,Average,0,6,2,0,No,Yes,Course preference,Extra large,Medium,Less,Good,Good,No,MT3,Secondary,None,Private Sector,Not working,No,Yes,Alone,Less than 2,No,No,Less than 10,Non-gamer,Non-drinker,2,1,2
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70 ,Average,0,0,4,2,No,Yes,Course preference,Medium,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Group,Less than 2,Yes,Yes,30 - 60,Heavy,Non-drinker,2,2,2
21 - 23,Female,Non-Malaysian,Alone,Rural,No,FOE,Bachelor's,2,Less than 40,Below Par,More than 4,0,1,5,No,No,University reputation,Medium,Medium,Less,Good,Good,No,MT3,Early,Early,Unemployed,Unemployed,Yes,Yes,Alone,Less than 2,No,No,Less than 10,Moderate,Non-drinker,4,4,2
21 - 23,Female,Malaysian,Friend or Roommate,Urban,Yes,FOB,Bachelor's,3,71 - 100,Good,1 - 2,4,5,0,Yes,Yes,Close to home,Large,Large,Sometimes,Moderate,Moderate,No,LE3,Secondary,Secondary,Car maintenance and repair,Healthcare,Yes,No,Alone,2 - 5,Yes,No,More than 60,Light,Non-drinker,1,3,2
18 - 20,Female,Malaysian,Friend or Roommate,Urban,Yes,FOB,Foundation,Less than 1,40 - 70 ,Good,0,5,4,0,No,No,Course preference,Large,Large,None,Good,Good,No,MT3,Secondary,Secondary,Education,Self-employed,No,Yes,Alone,Less than 2,No,No,Less than 10,Heavy,Less,3,3,3
21 - 23,Male,Malaysian,Family,Urban,No,FCI,Bachelor's,2,40 - 70 ,Very Good,0,4,5,1,No,Yes,Close to home,Medium,Medium,Less,Poor,Moderate,No,LE3,Higher,Secondary,Finance and banking,Education,No,No,Alone,2 - 5,Yes,No,10 - 30,Moderate,Less,3,3,3
18 - 20,Male,Malaysian,Alone,Urban,No,FCI,Bachelor's,Less than 1,Less than 40,Very Good,0,0,0,0,No,Yes,University reputation,Large,Medium,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,Less than 2,Yes,No,30 - 60,Moderate,Non-drinker,4,3,2
21 - 23,Female,Malaysian,Family,Urban,No,FOB,Bachelor's,3,More than 100,Average,3 - 4,1,3,3,No,Yes,Close to home,Medium,Medium,Less,Moderate,Moderate,No,MT3,Higher,Higher,Self-employed,Self-employed,No,No,Group,Less than 2,No,No,Less than 10,Light,Less,3,3,3
18 - 20,Male,Malaysian,Friend or Roommate,Rural,Yes,FOB,Diploma,2,40 - 70 ,Average,1 - 2,3,2,2,No,Yes,Close to home,Large,Large,Less,Moderate,Moderate,Yes,MT3,Secondary,Secondary,Self-employed,Self-employed,No,Yes,Alone,2 - 5,No,No,30 - 60,Moderate,Less,3,2,3
18 - 20,Female,Malaysian,Family,Urban,No,FOB,Foundation,Less than 1,Less than 40,Good,0,4,3,2,No,No,Close to home,Medium,Medium,Sometimes,Moderate,Moderate,No,LE3,Primary,Primary,Lecturers ,It consultant ,No,Yes,Group,Less than 2,Yes,Yes,Less than 10,Moderate,Non-drinker,4,4,4
21 - 23,Male,Malaysian,Friend or Roommate,Urban,No,FOE,Bachelor's,2,Less than 40,Average,1 - 2,3,5,1,No,No,Course preference,Small,Small,Less,Good,Moderate,Yes,MT3,Higher,Higher,Pilot ,Unemployed,No,No,Alone,Less than 2,Yes,Yes,10 - 30,Heavy,Non-drinker,2,4,5
18 - 20,Female,Malaysian,Family,Urban,Yes,FOB,Bachelor's,1,Less than 40,Good,0,6,2,1,No,Yes,Close to home,Large,Medium,None,Moderate,Moderate,No,MT3,Higher,Secondary,Self-employed,Civil servant,Yes,Yes,Group,Less than 2,Yes,Yes,10 - 30,Non-gamer,Non-drinker,3,4,4
21 - 23,Female,Malaysian,Family,Urban,No,FCI,Bachelor's,3,40 - 70 ,Very Good,0,6,2,1,No,Yes,Course preference,Medium,Medium,None,Good,Good,No,LE3,Higher,Primary,Self-employed,Unemployed,No,Yes,Alone,2 - 5,No,No,30 - 60,Non-gamer,Non-drinker,4,3,3
18 - 20,Male,Malaysian,Friend or Roommate,Urban,No,FCI,Foundation,2,40 - 70 ,Average,1 - 2,3,3,2,No,No,Course preference,Large,Small,Less,Moderate,Good,Yes,MT3,Higher,Higher,Education,Logistics,No,Yes,Alone,2 - 5,Yes,Yes,10 - 30,Light,Less,4,5,5
18 - 20,Female,Malaysian,Friend or Roommate,Urban,No,FOB,Bachelor's,3,Less than 40,Good,1 - 2,0,3,1,No,Yes,Course preference,Small,Small,None,Moderate,Moderate,No,MT3,Secondary,Secondary,Engineer,QA,No,Yes,Alone,2 - 5,Yes,No,10 - 30,Non-gamer,Non-drinker,4,2,2
21 - 23,Male,Malaysian,Alone,Urban,No,FCM,Diploma,2,71 - 100,Good,1 - 2,1,1,2,No,No,Course preference,Medium,Extra large,Less,Good,Good,No,MT3,Secondary,Primary,Finance and banking,Unemployed,No,Yes,Alone,2 - 5,No,No,10 - 30,Moderate,Non-drinker,4,2,1
